SampleID	FrogSpecies	FrogGenus	FrogFamily	FrogOrder	LifeStage	CaptiveWild	CaptiveWild2	Species_captive_wild	Type_of_captivity	FrogSex	Locality	State	Country	Region	Latitude	Longitude	CollectionHabitat	HabitatClass	Larval_Dev_Site	CollectionDate	MonthYear	CollectionSeason	BioZone	CollectionMacrohabitat	RinseMethod	SampleType	ExtractionMethod	SequenceMethod	SequenceCenter	SampleContact	Keep_1	ID_Sampo	GenerationCaptivity	Duration.Captivity	CaptivitySubstrateDetailed	GroupedSubstrate	BinarySubstrate	Description
RMA-Alim-062	Atelopus limosus	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus limosus.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	captive	frozen swab in glycerol	1.484928024	NA	RMA_Alim_062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	RMA-Alim-062	Born in Captivity	1848	false bottom	Sterile	Sterile	skin
RMA-Alim-090	Atelopus limosus	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus limosus.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	captive	frozen swab in glycerol	1.984822928	NA	RMA_Alim_090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	RMA-Alim-090	Born in Captivity	1560	false bottom	Sterile	Sterile	skin
DON-Avar-043	Atelopus varius	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus varius.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	NA	frozen dry swab	NA	NA	DON_Avar_043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	DON-Avar-043	Brought into Captivity	19	false bottom	Sterile	Sterile	skin
DON-Avar-068	Atelopus varius	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus varius.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	NA	frozen swab in glycerol	2.518963272	NA	DON_Avar_068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	DON-Avar-068	Brought into Captivity	19	false bottom	Sterile	Sterile	skin
DON-Avar-069	Atelopus varius	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus varius.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	NA	frozen swab in glycerol	2.140465331	NA	DON_Avar_069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	DON-Avar-069	Brought into Captivity	19	false bottom	Sterile	Sterile	skin
DON-Avar-070	Atelopus varius	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus varius.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	NA	frozen swab in glycerol	1.0226965	NA	DON_Avar_070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	DON-Avar-070	Brought into Captivity	19	false bottom	Sterile	Sterile	skin
DON-Avar-071	Atelopus varius	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus varius.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	NA	frozen swab in glycerol	2.173805081	NA	DON_Avar_071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	DON-Avar-071	Brought into Captivity	19	false bottom	Sterile	Sterile	skin
DON-Avar-072	Atelopus varius	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus varius.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	NA	frozen swab in glycerol	2.244424219	NA	DON_Avar_072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	DON-Avar-072	Brought into Captivity	19	false bottom	Sterile	Sterile	skin
DON-Avar-074	Atelopus varius	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus varius.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	NA	frozen dry swab	NA	NA	DON_Avar_074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	DON-Avar-074	Brought into Captivity	19	false bottom	Sterile	Sterile	skin
DON-Avar-075	Atelopus varius	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus varius.Captive	NA	male	Gamboa (captive)	NA	Panama	Tropical	NA	frozen dry swab	NA	NA	DON_Avar_075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	DON-Avar-075	Brought into Captivity	19	false bottom	Sterile	Sterile	skin
DON-Avar-077	Atelopus varius	Atelopus	Bufonidae	Anura	adult	Captive	CaptiveSterile	Atelopus varius.Captive	NA	female	Gamboa (captive)	NA	Panama	Tropical	NA	frozen dry swab	NA	NA	DON_Avar_077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Andreas	Keep	DON-Avar-077	Brought into Captivity	19	false bottom	Sterile	Sterile	skin
Micro-57	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-57	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-58	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-58	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-59	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-59	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-60	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-60	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-61	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-61	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-62	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-62	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-63	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-63	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-64	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-64	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-65	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-65	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-66	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	eastern	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-66	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-67	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-67	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-68	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-68	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-69	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-69	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-70	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-70	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-71	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-71	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-72	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-72	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	tank
Micro-73	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-73	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	display
Micro-74	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-74	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	display
Micro-75	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-75	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	display
Micro-76	Cryptobranchus alleganiensis	Cryptobranchus	Cryptobranchidae	Caudata	Adult	Captive	CaptiveSterile	Cryptobranchus alleganiensis.Captive	unknown	NA	ozark	NA	USA	Temperate	NA	NA	tank_zoo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Obed	Keep	Micro-76	Born in captivity	2-5 years	sterilized water	Sterile	Sterile	display
mck10Pre.1Raca.10.453553	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Captive	CaptiveSterile	Lithobates catesbeianus.Captive	unknown	Unknown	Frog Farm	Colorado	USA	Temperate	na	na	Captive	Semi_aquatic	Pond	10_09_2008	October.2012	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck10Pre.1Raca.10.453553	Born in Captivity	2 years and up	Sterile	Sterile	Sterile	NA
mck2Pre.1Raca.2.453462	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Captive	CaptiveSterile	Lithobates catesbeianus.Captive	unknown	Unknown	Frog Farm	Colorado	USA	Temperate	na	na	Captive	Semi_aquatic	Pond	10_09_2008	October.2012	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck2Pre.1Raca.2.453462	Born in Captivity	2 years and up	Sterile	Sterile	Sterile	NA
mck3Pre.1Raca.3.452124	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Captive	CaptiveSterile	Lithobates catesbeianus.Captive	unknown	Unknown	Frog Farm	Colorado	USA	Temperate	na	na	Captive	Semi_aquatic	Pond	10_09_2008	October.2012	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck3Pre.1Raca.3.452124	Born in Captivity	2 years and up	Sterile	Sterile	Sterile	NA
mck4Pre.1Raca.4.453052	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Captive	CaptiveSterile	Lithobates catesbeianus.Captive	unknown	Unknown	Frog Farm	Colorado	USA	Temperate	na	na	Captive	Semi_aquatic	Pond	10_09_2008	October.2012	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck4Pre.1Raca.4.453052	Born in Captivity	2 years and up	Sterile	Sterile	Sterile	NA
mck5Pre.1Raca.5.452683	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Captive	CaptiveSterile	Lithobates catesbeianus.Captive	unknown	Unknown	Frog Farm	Colorado	USA	Temperate	na	na	Captive	Semi_aquatic	Pond	10_09_2008	October.2012	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck5Pre.1Raca.5.452683	Born in Captivity	2 years and up	Sterile	Sterile	Sterile	NA
mck6Pre.1Raca.6.451259	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Captive	CaptiveSterile	Lithobates catesbeianus.Captive	unknown	Unknown	Frog Farm	Colorado	USA	Temperate	na	na	Captive	Semi_aquatic	Pond	10_09_2008	October.2012	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck6Pre.1Raca.6.451259	Born in Captivity	2 years and up	Sterile	Sterile	Sterile	NA
mck7Pre.1Raca.7.451562	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Captive	CaptiveSterile	Lithobates catesbeianus.Captive	unknown	Unknown	Frog Farm	Colorado	USA	Temperate	na	na	Captive	Semi_aquatic	Pond	10_09_2008	October.2012	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck7Pre.1Raca.7.451562	Born in Captivity	2 years and up	Sterile	Sterile	Sterile	NA
mck8Pre.1Raca.8.452878	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Captive	CaptiveSterile	Lithobates catesbeianus.Captive	unknown	Unknown	Frog Farm	Colorado	USA	Temperate	na	na	Captive	Semi_aquatic	Pond	10_09_2008	October.2012	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck8Pre.1Raca.8.452878	Born in Captivity	2 years and up	Sterile	Sterile	Sterile	NA
mck9Pre.1Raca.9.451044	Lithobates catesbeianus	Lithobates	Ranidae	Anura	Adult	Captive	CaptiveSterile	Lithobates catesbeianus.Captive	unknown	Unknown	Frog Farm	Colorado	USA	Temperate	na	na	Captive	Semi_aquatic	Pond	10_09_2008	October.2012	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck9Pre.1Raca.9.451044	Born in Captivity	2 years and up	Sterile	Sterile	Sterile	NA
mck88Pre.1Osse.2.452819	Osteopilus septentrionalis	Osteopilus	Hylidae	Anura	Adult	Captive	CaptiveSterile	Osteopilus septentrionalis.Captive	unknown	Unknown	Florida	Florida	USA	Tropical	29.652	82.325	Captive	Arboreal	NA	9_30_07	October.2011	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x150	Colorado	Jordan.Kueneman	Keep	mck88Pre.1Osse.2.452819	Brought into Captivity	2 weeks	Sterile	Sterile	Sterile	NA
mck89Pre.1Osse.3.452747	Osteopilus septentrionalis	Osteopilus	Hylidae	Anura	Adult	Captive	CaptiveSterile	Osteopilus septentrionalis.Captive	unknown	Unknown	Florida	Florida	USA	Tropical	29.652	82.325	Captive	Arboreal	NA	9_30_07	October.2011	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck89Pre.1Osse.3.452747	Brought into Captivity	2 weeks	Sterile	Sterile	Sterile	NA
mck90Pre.1Osse.4.453179	Osteopilus septentrionalis	Osteopilus	Hylidae	Anura	Adult	Captive	CaptiveSterile	Osteopilus septentrionalis.Captive	unknown	Unknown	Florida	Florida	USA	Tropical	29.652	82.325	Captive	Arboreal	NA	9_30_07	October.2011	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck90Pre.1Osse.4.453179	Brought into Captivity	2 weeks	Sterile	Sterile	Sterile	NA
mck91Pre.1Osse.5.452728	Osteopilus septentrionalis	Osteopilus	Hylidae	Anura	Adult	Captive	CaptiveSterile	Osteopilus septentrionalis.Captive	unknown	Unknown	Florida	Florida	USA	Tropical	29.652	82.325	Captive	Arboreal	NA	9_30_07	October.2011	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck91Pre.1Osse.5.452728	Brought into Captivity	2 weeks	Sterile	Sterile	Sterile	NA
mck92Pre.1Osse.6.452649	Osteopilus septentrionalis	Osteopilus	Hylidae	Anura	Adult	Captive	CaptiveSterile	Osteopilus septentrionalis.Captive	unknown	Unknown	Florida	Florida	USA	Tropical	29.652	82.325	Captive	Arboreal	NA	9_30_07	October.2011	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck92Pre.1Osse.6.452649	Brought into Captivity	2 weeks	Sterile	Sterile	Sterile	NA
mck93Pre.1Osse.7.451862	Osteopilus septentrionalis	Osteopilus	Hylidae	Anura	Adult	Captive	CaptiveSterile	Osteopilus septentrionalis.Captive	unknown	Unknown	Florida	Florida	USA	Tropical	29.652	82.325	Captive	Arboreal	NA	9_30_07	October.2011	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck93Pre.1Osse.7.451862	Brought into Captivity	2 weeks	Sterile	Sterile	Sterile	NA
mck94Pre.1Osse.8.451801	Osteopilus septentrionalis	Osteopilus	Hylidae	Anura	Adult	Captive	CaptiveSterile	Osteopilus septentrionalis.Captive	unknown	Unknown	Florida	Florida	USA	Tropical	29.652	82.325	Captive	Arboreal	NA	9_30_07	October.2011	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck94Pre.1Osse.8.451801	Brought into Captivity	2 weeks	Sterile	Sterile	Sterile	NA
mck95Pre.1Osse.9.451177	Osteopilus septentrionalis	Osteopilus	Hylidae	Anura	Adult	Captive	CaptiveSterile	Osteopilus septentrionalis.Captive	unknown	Unknown	Florida	Florida	USA	Tropical	29.652	82.325	Captive	Arboreal	NA	9_30_07	October.2011	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck95Pre.1Osse.9.451177	Brought into Captivity	2 weeks	Sterile	Sterile	Sterile	NA
mck96Pre.1Osse.10.451332	Osteopilus septentrionalis	Osteopilus	Hylidae	Anura	Adult	Captive	CaptiveSterile	Osteopilus septentrionalis.Captive	unknown	Unknown	Florida	Florida	USA	Tropical	29.652	82.325	Captive	Arboreal	NA	9_30_07	October.2011	Captive	NA	Captive	Sterile.Water	Ventral	MoBioPS_Plate	2x100	Colorado	Jordan.Kueneman	Keep	mck96Pre.1Osse.10.451332	Brought into Captivity	2 weeks	Sterile	Sterile	Sterile	NA
P26-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P26-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P26_D29_Juvenile_Swab
P28-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P28-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P28_D29_Juvenile_Swab
P31-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P31-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P31_D29_Juvenile_Swab
P38-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P38-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P38_D29_Juvenile_Swab
P45-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P45-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P45_D29_Juvenile_Swab
P47-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P47-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P47_D29_Juvenile_Swab
P50-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P50-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P50_D29_Juvenile_Swab
P52-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P52-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P52_D29_Juvenile_Swab
P57-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P57-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P57_D29_Juvenile_Swab
P61-D29	Ambystoma maculatum	Ambystoma	Ambystomatidae	Caudata	Juvenile	CaptiveSterile	CaptiveSterile	Ambystoma maculatum.CaptiveSterile	unknown	Juvenile	Boston	MA	USA	Temperate	42.314257	_71.040723	NA	NA	NA	NA	NA	NA	NA	NA	NA	Swab	mobio.powersoil.dna_rna	MiSeq	UMass Boston	Kelly	Keep	P61-D29	Born in Captivity	9 months	Paper towel	Sterile	Sterile	P61_D29_Juvenile_Swab
AL.Exp.P10D28	Plethodon cinereus	Plethodon	Plethodontidae	Caudata	Adult	CaptiveSterile	CaptiveSterile	Plethodon cinereus.CaptiveSterile	unknown	Unknown	NA	Virginia	USA	Temperate	NA	NA	Captive	Terrestrial	Terrestrial	11_10_2007	November.2011	Unknown	NA	Captive	DNA_Free_Water	Ventral	MoBioPS_Single	DoubleIndex	Colorado	Andrew.Loudon	Keep	AL.Exp.P10D28	Brought into Captivity	28 days	Sterile	Sterile	Sterile	NA
AL.Exp.P11D28	Plethodon cinereus	Plethodon	Plethodontidae	Caudata	Adult	CaptiveSterile	CaptiveSterile	Plethodon cinereus.CaptiveSterile	unknown	Unknown	NA	Virginia	USA	Temperate	NA	NA	Captive	Terrestrial	Terrestrial	11_10_2007	November.2011	Unknown	NA	Captive	DNA_Free_Water	Ventral	MoBioPS_Single	DoubleIndex	Colorado	Andrew.Loudon	Keep	AL.Exp.P11D28	Brought into Captivity	28 days	Sterile	Sterile	Sterile	NA
AL.Exp.P13D28	Plethodon cinereus	Plethodon	Plethodontidae	Caudata	Adult	CaptiveSterile	CaptiveSterile	Plethodon cinereus.CaptiveSterile	unknown	Unknown	NA	Virginia	USA	Temperate	NA	NA	Captive	Terrestrial	Terrestrial	11_10_2007	November.2011	Unknown	NA	Captive	DNA_Free_Water	Ventral	MoBioPS_Single	DoubleIndex	Colorado	Andrew.Loudon	Keep	AL.Exp.P13D28	Brought into Captivity	28 days	Sterile	Sterile	Sterile	NA
